AC_YEAR,STATCD,DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCH10
2015-16,27,2715,MAHARASHTRA,NANDED,1,17,1643,176,3356566,27.23,444409.34,16.7,937,19.06,8.38,76.94,66.68,86.62,10528,337436,206034,1807,1077,42,1,123,112,239,0,3401
2015-16,27,2716,MAHARASHTRA,HINGOLI,1,5,765,68,1178973,15.17,161047.71,19.43,935,15.51,9.51,76.04,64.73,86.73,4827,122653,72548,610,418,6,6,47,11,84,0,1182
2015-16,27,2717,MAHARASHTRA,PARBHANI,1,10,874,87,1835982,31.04,251896.73,20.18,940,13.47,2.21,75.22,64.27,85.66,6214,190060,110690,759,758,2,9,81,15,167,0,1791
2015-16,27,2718,MAHARASHTRA,JALNA,1,8,1128,107,1958483,19.26,281434.01,21.84,929,13.9,2.16,73.61,61.28,85.25,7718,210046,118787,1166,691,31,2,64,29,154,0,2137
2015-16,27,2719,MAHARASHTRA,AURANGABAD (MAHARASHTRA),1,11,1427,139,3695928,43.74,516690.73,27.33,917,14.57,3.87,80.4,70.81,89.31,10107,380820,221497,1723,1390,22,2,182,45,215,0,3579
2015-16,27,2720,MAHARASHTRA,NASHIK,1,18,2037,288,6109052,42.53,805173.05,22.33,931,9.08,25.62,80.96,73.43,88.03,15530,593521,355150,3073,1222,30,12,195,114,332,0,4978
2015-16,27,2721,MAHARASHTRA,THANE,1,12,1202,195,11054131,76.92,1256854.69,35.94,880,6.6,13.95,86.18,80.78,90.9,9558,967257,580774,1440,1846,38,1,124,71,191,0,3711
2015-16,27,2722,MAHARASHTRA,MUMBAI (SUBURBAN),1,12,47,149,9332481,0,877253.21,8.01,857,6.23,1.12,90.9,86.93,90.54,446,677287,418313,1410,906,0,0,0,12,39,0,2367
2015-16,27,2723,MAHARASHTRA,MUMBAI II,1,7,30,37,3145966,0,262373.56,-5.75,838,7.13,0.81,88.48,86.03,94.28,157,198058,124571,5,14,68,8,236,107,814,0,1252
2015-16,27,2724,MAHARASHTRA,RAIGARH (MAHARASHTRA),1,15,1782,237,2635394,36.91,290420.42,19.36,955,5.12,11.58,83.89,76.79,90.68,7152,216649,133353,2312,919,128,1,26,225,196,0,3807
2015-16,27,2725,MAHARASHTRA,PUNE,1,20,1921,386,9426959,60.89,1067131.76,30.34,910,12.52,3.7,87.19,81.13,92.72,15643,784839,446459,3541,1903,90,9,285,184,442,0,6454
2015-16,27,2726,MAHARASHTRA,AHMADNAGAR,1,15,1584,261,4543083,20.1,537446.72,12.43,934,12.63,8.33,80.22,71.15,88.81,17048,400320,241709,3363,814,34,0,254,54,397,0,4916
2015-16,27,2727,MAHARASHTRA,BID,1,12,1794,167,2585962,19.9,344191.54,19.65,912,13.59,1.27,73.53,62.29,83.99,10693,262257,151489,2133,808,20,0,159,116,269,0,3505
2015-16,27,2728,MAHARASHTRA,LATUR,1,12,1193,137,2455543,25.47,307679.54,18.04,924,19.6,2.34,79.03,70.02,87.42,7157,231868,143637,1007,873,8,7,150,70,226,0,2341
2015-16,27,2729,MAHARASHTRA,OSMANABAD,1,8,764,81,1660311,16.96,199569.38,11.69,920,16,2.17,76.33,66.67,85.31,7569,149867,88439,762,569,0,4,67,11,178,0,1591
2015-16,27,2730,MAHARASHTRA,SOLAPUR,1,13,1203,231,4315527,32.4,519589.45,12.1,932,15.05,1.8,77.72,68.55,86.35,14895,387414,232441,2549,1145,23,8,243,46,423,0,4437
2015-16,27,2731,MAHARASHTRA,SATARA,1,11,2026,227,3003922,18.98,307601.61,6.94,986,10.76,0.99,84.2,76.29,92.09,10480,226616,144288,2080,996,43,1,125,72,266,0,3583
2015-16,27,2732,MAHARASHTRA,RATNAGIRI,1,9,1459,254,1612672,16.35,149494.69,-4.96,1123,4.15,1.26,82.43,74.55,91.43,8208,113298,79180,1818,1084,6,1,85,11,94,0,3099
2015-16,27,2733,MAHARASHTRA,SINDHUDURG,1,8,721,144,848868,12.6,68673.42,-2.3,1037,6.54,0.82,86.54,79.73,93.68,5207,51637,36391,983,537,1,1,59,17,68,0,1666
2015-16,27,2734,MAHARASHTRA,KOLHAPUR,1,13,1298,190,3874015,31.75,395149.53,9.96,953,13.02,0.78,82.9,74.18,91.33,7685,289670,183643,1462,1212,5,1,157,42,294,0,3173
2015-16,27,2735,MAHARASHTRA,SANGLI,1,11,784,152,2820575,25.51,295032.15,9.18,964,12.51,0.65,82.62,74.66,90.4,8572,217977,138462,1455,747,4,0,157,16,269,0,2648
2015-16,27,2736,MAHARASHTRA,PALGHAR,1,8,1006,151,,,,,,,,,,,,,,1769,888,30,2,44,77,97,0,2907
2015-16,28,2811,ANDHRA PRADESH,SRIKAKULAM,1,38,1521,397,2699471,16.16,265358,6.38,1014,9.46,6.15,62.3,52.56,72.25,5837,207805,142351,2396,807,12,0,15,96,541,0,3867
2015-16,28,2812,ANDHRA PRADESH,VIZIANAGARAM,1,34,1366,243,2342868,20.93,231006.78,4.16,1016,10.57,10.05,59.49,50.16,69.04,6539,175612,121341,2354,450,14,0,19,63,448,0,3348
2015-16,28,2813,ANDHRA PRADESH,VISAKHAPATNAM,1,43,2197,332,4288113,47.51,429240.11,11.89,1003,7.68,14.42,67.7,60,75.48,11161,327917,219070,3417,801,23,0,6,332,623,0,5202
2015-16,28,2814,ANDHRA PRADESH,EAST GODAVARI,1,64,1447,445,5151549,25.52,492488.08,5.1,1005,18.34,4.14,71.35,67.82,74.91,10807,379527,257470,3817,1021,13,0,4,153,978,0,5986
2015-16,28,2815,ANDHRA PRADESH,WEST GODAVARI,1,48,871,367,3934782,20.55,363573.86,3.45,1004,20.62,2.77,74.32,71.05,77.63,7742,277382,190903,2791,782,15,0,2,129,681,0,4400
2015-16,28,2816,ANDHRA PRADESH,KRISHNA,1,50,927,414,4529009,41.01,406705.01,8.15,997,19.28,2.93,74.37,69.62,79.13,8727,311406,209992,2568,897,11,1,3,175,788,0,4443
2015-16,28,2817,ANDHRA PRADESH,GUNTUR,1,57,718,378,4889230,33.89,466432.54,9.5,1003,19.59,5.06,67.99,60.64,75.4,11391,364741,243302,2964,794,9,0,13,300,659,0,4739
2015-16,28,2818,ANDHRA PRADESH,PRAKASAM,1,56,957,371,3392764,19.52,360311.54,10.9,981,23.19,4.45,63.53,53.4,73.54,17626,279116,186903,2857,630,12,0,12,71,729,0,4311
2015-16,28,2819,ANDHRA PRADESH,NELLORE,1,46,1044,307,2966082,29.07,287413.35,11.15,986,22.49,9.65,69.15,62.3,75.93,13076,223115,147907,2978,642,14,0,9,26,682,0,4351
2015-16,28,2820,ANDHRA PRADESH,Kadapa,1,51,835,381,2884524,34.1,313547.76,10.87,984,16.16,2.63,67.88,57.26,78.41,15359,244146,158285,3028,602,12,1,11,46,786,0,4486
2015-16,28,2821,ANDHRA PRADESH,KURNOOL,1,54,904,308,4046601,28.26,477094.26,14.65,984,18.21,2.04,61.13,50.81,71.36,17658,372891,248731,2326,955,12,0,35,33,818,0,4179
2015-16,28,2822,ANDHRA PRADESH,ANANTAPUR,1,63,916,565,4083315,28.09,427114.75,12.16,977,14.29,3.78,64.28,54.31,74.09,19130,329609,216151,3077,968,10,0,26,21,922,0,5024
2015-16,28,2823,ANDHRA PRADESH,CHITTOOR,1,66,1372,568,4170468,29.47,423302.5,11.33,1002,18.83,3.81,72.36,63.65,81.15,15152,321957,209615,4220,735,14,0,19,31,1080,0,6099
2015-16,29,2901,KARNATAKA,BELGAUM,1,6,807,126,4778439,25.34,605428.22,13.38,969,12.08,6.22,73.94,64.74,82.9,13433,,,729,1015,3,29,2,41,28,0,1847
2015-16,29,2902,KARNATAKA,BAGALKOT,1,6,785,126,1890826,31.67,263770.23,14.46,984,16.89,5.14,69.39,58.55,80.16,6552,203219,116941,668,1022,3,29,4,67,29,0,1822
2015-16,29,2903,KARNATAKA,BIJAPUR (KARNATAKA),1,7,764,178,2175102,23.02,303426.73,20.38,954,20.34,1.81,67.2,56.54,77.41,10498,239147,137295,1300,1297,2,33,2,67,31,0,2732
2015-16,29,2904,KARNATAKA,GULBARGA,1,8,1056,168,2564892,32.46,352159.67,17.94,962,25.28,2.54,65.65,55.87,,10954,272154,162340,1233,1457,5,27,1,126,46,0,2895
2015-16,29,2905,KARNATAKA,BIDAR,1,5,803,130,1700018,24.9,216922.3,13.16,952,23.47,13.85,71.01,61.66,79.94,5448,168415,104581,871,1155,0,7,2,52,24,0,2111
2015-16,29,2906,KARNATAKA,RAICHUR,1,5,946,125,1924773,25.32,272740.33,15.27,992,20.79,19.03,60.46,49.56,71.35,8442,211778,123576,914,941,2,12,2,105,38,0,2014
2015-16,29,2907,KARNATAKA,KOPPAL,1,4,676,81,1391292,16.79,194224.36,16.32,983,18.61,11.82,67.28,56.22,78.21,5570,151725,86967,540,680,3,8,0,49,33,0,1313
2015-16,29,2908,KARNATAKA,GADAG,1,6,439,84,1065235,35.65,127295.58,9.61,978,16.36,5.79,75.18,65.29,84.89,4657,97470,55810,270,507,0,16,3,50,17,0,863
2015-16,29,2909,KARNATAKA,DHARWAD,1,7,427,84,1846993,56.83,210187.8,15.13,967,9.63,4.74,80.3,73.57,86.83,4260,155729,94416,358,701,5,8,3,133,19,0,1227
2015-16,29,2910,KARNATAKA,UTTARA KANNADA,1,5,442,86,1436847,29.14,146414.71,6.15,975,8.1,2.38,84.03,78.21,89.72,10277,,,526,529,4,5,1,24,16,0,1105
2015-16,29,2911,KARNATAKA,HAVERI,1,7,840,110,1598506,22.27,187824.46,11.08,951,13.77,8.85,77.6,70.65,84.22,4823,144551,83654,582,830,3,8,1,58,24,0,1506
2015-16,29,2912,KARNATAKA,BELLARY,1,8,674,128,2532383,36.3,341871.71,24.92,978,21.1,18.41,67.85,58.28,77.24,8461,253461,145395,758,1113,3,13,1,88,49,0,2025
2015-16,29,2913,KARNATAKA,CHITRADURGA,1,6,1087,151,1660378,19.78,177826.48,9.39,969,23.45,18.23,73.82,66.05,81.37,8436,137222,80463,935,1029,2,19,1,22,23,0,2031
2015-16,29,2914,KARNATAKA,DAVANAGERE,1,7,878,131,1946905,32.31,206956,8.71,967,20.18,11.98,76.3,69.39,83.02,5924,158348,97666,814,1045,0,34,1,42,19,0,1955
2015-16,29,2915,KARNATAKA,SHIMOGA,1,7,1468,170,1755512,35.5,176955.61,6.88,995,17.58,3.73,80.5,74.89,86.11,8478,129539,84564,1023,1211,6,15,1,64,20,0,2340
2015-16,29,2916,KARNATAKA,UDUPI,1,5,308,79,1177908,28.36,100593.34,5.9,1093,6.41,4.49,86.29,81.41,91.69,3582,73055,46058,274,644,8,7,6,27,7,0,973
2015-16,29,2917,KARNATAKA,CHIKKAMANGALORE,1,8,950,123,1137753,21.07,100804.92,-0.28,1005,22.29,3.95,79.24,72.88,85.66,7202,75667,49836,854,828,4,5,2,38,20,0,1751
2015-16,29,2918,KARNATAKA,TUMKUR,1,6,1450,179,2681449,22.48,252324.35,3.74,979,18.92,7.82,74.32,66.45,82.05,10597,,,1464,953,0,18,1,42,14,0,2492
2015-16,29,2919,KARNATAKA,KOLAR,1,6,1506,145,1540231,31.38,161878.28,11.04,976,30.32,5.13,74.33,66.56,81.94,3979,125881,77893,1289,804,4,10,0,91,20,0,2218
2015-16,29,2920,KARNATAKA,BANGALORE U SOUTH,1,5,584,96,,,,,,,,,,91.82,0,,,689,1104,559,5,4,485,19,0,2865
2015-16,29,2921,KARNATAKA,BANGALORE RURAL,1,4,899,89,987257,27.11,101983.65,16.02,945,21.57,5.34,78.29,70.73,85.44,2298,76980,45496,744,525,5,3,1,92,6,0,1376
2015-16,29,2922,KARNATAKA,MANDYA,1,8,1355,145,1808680,17.08,162057.73,2.55,989,14.69,1.24,70.14,62.1,78.14,4962,124847,79322,983,1052,3,13,1,43,30,0,2125
2015-16,29,2923,KARNATAKA,HASSAN,1,8,1971,208,1776221,21.23,155596.96,3.17,1005,19.42,1.82,75.89,68.3,83.55,6814,117054,78073,1480,1207,0,23,1,41,29,0,2781
2015-16,29,2924,KARNATAKA,DAKSHINA KANNADA,1,7,487,114,2083625,47.6,202736.71,9.8,1018,7.09,3.94,88.62,84.04,93.31,4861,149387,94417,334,1079,4,20,1,31,11,0,1480
2015-16,29,2925,KARNATAKA,KODAGU,1,3,286,42,554762,14.62,52702.39,1.13,1019,13.27,10.47,82.52,77.91,87.24,4102,39503,26696,168,346,2,1,3,21,5,0,546
2015-16,29,2926,KARNATAKA,MYSORE,1,9,1636,171,2994744,41.35,285998.05,13.39,982,17.88,11.15,72.56,66.59,78.44,6307,222820,138957,1091,1334,20,21,6,127,29,0,2628
2015-16,29,2927,KARNATAKA,CHAMARAJANAGARA,1,5,694,70,1020962,17.17,94847.37,5.75,989,25.42,11.78,61.12,54.32,67.88,5648,73751,45606,416,521,0,13,0,3,18,0,971
2015-16,29,2928,KARNATAKA,BANGALORE U NORTH,1,4,359,59,9588910,90.94,988616.62,46.68,908,21.57,5.34,88.48,84.8,,2298,,,433,723,54,5,2,647,7,0,1871
2015-16,29,2929,KARNATAKA,CHIKKABALLAPURA,1,6,1203,121,1254377,22.26,124685.07,9.17,968,24.9,12.47,70.08,61.55,78.36,4244,99317,60933,1012,716,0,9,1,47,20,0,1805
2015-16,29,2930,KARNATAKA,BELGAUM CHIKKODI,1,8,687,164,,,,,,,,,,,0,,,969,1418,1,28,2,60,44,0,2522
2015-16,29,2931,KARNATAKA,TUMKUR MADHUGIRI,1,4,832,102,,,,,,,,,,,0,,,824,595,0,4,1,21,16,0,1461
2015-16,29,2932,KARNATAKA,RAMANAGARA,1,4,779,106,1082739,24.6,101560.92,5.06,976,18.83,2.12,69.2,61.3,76.92,3516,78988,48494,935,590,2,9,0,27,22,0,1585
2015-16,29,2933,KARNATAKA,YADAGIRI,1,3,589,76,1172985,18.8,185683.53,22.67,984,23.28,12.51,52.36,41.31,63.33,5270,146248,81921,651,574,1,7,1,13,18,0,1265
2015-16,29,2934,KARNATAKA,UTTARA KANNADA SIRSI,1,6,782,96,,,,,,,,,,89.72,0,,,659,552,3,2,1,12,9,0,1238
2015-16,30,3001,GOA,NORTH GOA,1,6,336,66,817761,60.24,75152.24,7.8,959,2.15,6.92,88.85,83.74,93.77,1736,55967,33643,602,42,7,7,2,85,144,0,889
2015-16,30,3002,GOA,SOUTH GOA,1,6,194,45,639962,64.63,64380.18,8.63,980,1.22,14.47,85.53,79.42,91.56,1966,48424,28917,371,31,8,6,3,80,74,0,573
2015-16,31,3101,LAKSHADWEEP,LAKSHADWEEP,1,3,10,9,64429,78.02,7087.19,6.23,946,0,94.8,92.28,88.25,96.11,30,5142,3204,17,13,4,1,5,1,0,0,41
2015-16,32,3201,KERALA,KASARAGOD,1,7,42,88,1302600,38.78,128696.88,8.18,1079,4.08,3.74,89.85,86.13,93.93,1989,109584,65018,373,191,85,13,32,67,6,0,767
2015-16,32,3202,KERALA,KANNUR,1,15,142,93,2525637,65.05,265191.89,4.84,1133,3.3,1.64,95.41,93.57,97.54,2961,191532,112105,856,453,89,31,54,86,4,0,1573
2015-16,32,3203,KERALA,WAYANAD,1,3,50,38,816558,3.87,89739.72,4.6,1035,3.99,18.53,89.32,85.94,92.84,2130,66156,42504,207,96,38,5,16,44,3,0,409
2015-16,32,3204,KERALA,KOZHIKODE,1,15,131,121,3089543,67.15,323475.15,7.31,1097,6.45,0.49,95.24,93.16,97.57,2345,240266,147940,922,381,88,43,81,84,12,0,1611
2015-16,32,3205,KERALA,MALAPPURAM,1,15,128,136,4110956,44.19,552923.58,13.39,1096,7.5,0.56,93.55,91.55,95.78,3554,410109,243419,1053,337,105,102,79,162,10,0,1848
2015-16,32,3206,KERALA,PALAKKAD,1,13,124,125,2810892,24.09,288397.52,7.39,1067,14.37,1.74,88.49,84.99,92.27,4482,216562,131767,688,286,83,28,81,70,13,0,1249
2015-16,32,3207,KERALA,THRISSUR,1,18,518,169,3110327,67.19,289260.41,4.58,1109,10.39,0.3,95.32,93.85,96.98,3027,219260,133942,571,247,131,38,129,90,33,0,1239
2015-16,32,3208,KERALA,ERNAKULAM,1,15,164,111,3279860,68.07,289283.65,5.6,1028,8.18,0.5,95.68,94.27,97.14,3063,219910,136764,560,254,210,36,107,139,58,0,1364
2015-16,32,3209,KERALA,IDUKKI,1,8,69,61,1107453,4.7,100113.75,-1.93,1006,13.12,5.03,92.2,89.59,94.84,4356,76259,49839,384,89,61,33,33,66,24,0,690
2015-16,32,3210,KERALA,KOTTAYAM,1,13,122,84,1979384,28.58,168643.52,1.32,1040,7.8,1.11,96.4,95.67,97.17,2206,127406,83448,523,201,116,57,91,91,60,0,1139
2015-16,32,3211,KERALA,ALAPPUZHA,1,11,108,82,2121943,54.06,186094.4,0.61,1100,9.46,0.31,96.26,94.8,97.9,1415,139006,88686,483,202,76,41,78,75,45,0,1000
2015-16,32,3212,KERALA,PATHANAMTHITTA,1,9,64,60,1195537,11,91458.58,-3.12,1129,13.74,0.68,96.93,96.26,97.7,2652,69965,46518,492,133,80,60,54,47,38,0,904
2015-16,32,3213,KERALA,KOLLAM,1,12,106,75,2629703,45.11,237988.12,1.72,1113,12.46,0.41,93.77,91.95,95.83,2483,183488,116326,641,190,104,96,83,79,34,0,1227
2015-16,32,3214,KERALA,THIRUVANANTHAPURAM,1,12,139,132,3307284,53.8,290710.26,2.25,1088,11.3,0.81,92.66,90.89,94.6,2189,220757,136973,675,305,149,72,103,103,31,0,1438
2015-16,33,3301,TAMIL NADU,THIRUVALLUR,1,14,1234,133,3725697,65.3,369961.71,35.25,983,22.04,1.27,83.82,78.39,89.18,3394,288322,171027,1467,372,209,2,128,140,166,0,2484
2015-16,33,3302,TAMIL NADU,CHENNAI,1,10,187,110,4681087,100,418489.18,7.77,986,16.78,0.22,90.33,87.16,93.47,175,324985,191820,643,185,296,1,161,103,83,0,1472
2015-16,33,3303,TAMIL NADU,KANCHEEPURAM,1,14,903,172,3990897,63.59,396296.07,38.69,985,23.71,1.03,85.29,80.17,90.34,4483,303755,176924,1378,451,208,3,166,130,159,0,2495
2015-16,33,3304,TAMIL NADU,VELLORE,1,22,802,203,3928106,43.13,406558.97,12.96,1004,21.85,1.85,79.65,72.43,86.96,6075,311431,195935,2094,551,117,1,227,89,197,0,3276
2015-16,33,3305,TAMIL NADU,DHARMAPURI,1,8,1012,100,1502900,17.33,162162.91,16.04,946,16.29,4.18,64.71,60.03,69.16,4497,122997,77604,948,344,48,5,104,24,129,0,1602
2015-16,33,3306,TAMIL NADU,TIRUVANNAMALAI,1,18,1470,167,2468965,20.1,256278.57,12.94,993,22.94,3.69,74.72,65.71,83.73,6188,198709,123835,1605,390,53,5,160,52,217,0,2482
2015-16,33,3307,TAMIL NADU,VILUPPURAM,1,22,1395,234,3463284,14.72,378536.94,16.99,985,29.37,2.16,72.08,63.51,80.58,7194,296843,185773,1842,509,55,28,216,60,220,0,2930
2015-16,33,3308,TAMIL NADU,SALEM,1,21,601,174,3480008,51.04,322944.74,15.37,954,16.67,3.43,73.23,65.43,80.7,5237,250648,167554,1425,423,119,14,189,81,148,0,2399
2015-16,33,3309,TAMIL NADU,NAMAKKAL,1,15,333,83,1721179,40.27,140276.09,15.25,986,20,3.31,74.92,66.68,83.09,3420,109469,73065,822,201,74,3,132,52,70,0,1354
2015-16,33,3310,TAMIL NADU,ERODE,1,20,626,142,2259608,51.22,181220.56,12.05,992,16.41,0.97,72.96,65.07,80.81,5760,140648,91374,1477,436,110,8,169,70,131,0,2401
2015-16,33,3311,TAMIL NADU,THE NILGIRIS,1,4,53,45,735071,59.32,61672.46,-3.55,1041,32.08,4.46,85.65,79.44,92.15,2565,48278,33466,408,102,36,1,55,50,68,0,720
2015-16,33,3312,TAMIL NADU,COIMBATORE,1,22,566,199,3472578,75.83,295516.39,18.46,1001,15.5,0.82,84.31,79.16,89.49,4732,227018,139939,1767,523,299,2,209,148,165,0,3113
2015-16,33,3313,TAMIL NADU,DINDIGUL,1,16,393,164,2161367,37.36,199926.45,12.39,998,20.95,0.37,76.85,68.82,84.91,6036,156753,100159,1294,281,60,2,132,42,118,0,1929
2015-16,33,3314,TAMIL NADU,KARUR,1,8,200,75,1076588,40.33,98938.44,15.06,1015,20.8,0.05,75.86,67.05,84.86,2904,74447,47972,655,187,28,1,80,30,63,0,1044
2015-16,33,3315,TAMIL NADU,TIRUCHIRAPPALLI,1,16,496,183,2713858,49.26,253745.72,12.22,1013,17.14,0.67,83.56,77.24,90,4509,195714,128189,1281,328,75,0,167,84,142,0,2077
2015-16,33,3316,TAMIL NADU,PERAMBALUR,1,10,508,107,564511,17.14,55943.04,14.36,1006,31.01,0.46,74.68,66.11,83.39,1756,42178,29579,776,213,21,6,120,28,132,0,1296
2015-16,33,3318,TAMIL NADU,CUDDALORE,1,14,827,172,2600880,33.94,260608.18,13.8,984,29.32,0.6,79.04,71.2,86.84,3703,203463,132088,1365,370,66,5,139,62,151,0,2158
2015-16,33,3319,TAMIL NADU,NAGAPATTINAM,1,11,489,100,1614069,22.54,154466.4,8.41,1025,31.54,0.23,84.09,78,90.38,2569,118429,79152,951,253,38,4,93,36,110,0,1485
2015-16,33,3320,TAMIL NADU,THIRUVARUR,1,10,473,96,1268094,20.4,115016.13,8.43,1020,34.09,0.24,83.26,77.02,89.65,2274,86626,58187,799,245,24,3,87,22,80,0,1260
2015-16,33,3321,TAMIL NADU,THANJAVUR,1,15,765,165,2402781,35.39,223939.19,8.42,1031,18.91,0.15,82.72,76.61,89.06,3411,172117,115548,1319,290,68,5,143,43,155,0,2023
2015-16,33,3322,TAMIL NADU,PUDUKKOTTAI,1,13,552,145,1618725,19.39,169966.13,10.9,1015,17.6,0.08,77.76,69.51,86.19,4644,129977,85951,1268,336,37,2,119,39,122,0,1923
2015-16,33,3323,TAMIL NADU,SIVAGANGA,1,12,615,112,1341250,30.99,127687,16.09,1000,17.01,0.06,80.46,72.33,88.61,4233,98702,65897,980,335,41,1,104,30,100,0,1591
2015-16,33,3324,TAMIL NADU,MADURAI,1,15,693,165,3041038,60.64,287073.99,17.95,990,13.46,0.37,81.66,76.74,86.55,3710,225600,145918,1301,336,135,2,167,61,122,0,2124
2015-16,33,3325,TAMIL NADU,THENI,1,8,102,80,1243684,53.83,110936.61,13.69,990,20.72,0.15,77.62,69.72,85.48,2868,86856,58124,527,183,34,0,90,27,50,0,911
2015-16,33,3326,TAMIL NADU,VIRUDHUNAGAR,1,11,466,134,1943309,50.42,183254.04,10.96,1009,20.59,0.12,80.75,73.14,88.46,4241,143264,95860,1103,247,45,3,156,30,119,0,1703
2015-16,33,3327,TAMIL NADU,RAMANATHAPURAM,1,11,1042,121,1337560,31.89,127469.47,12.63,977,18.4,0.08,81.48,74.93,87.89,4104,101663,67652,1041,225,34,1,98,29,86,0,1514
2015-16,33,3328,TAMIL NADU,THOOTHUKKUDI,1,13,637,108,1738376,50.15,170534.69,9.14,1024,19.88,0.28,86.52,81.77,91.42,4745,131933,88191,1190,314,47,4,136,44,76,0,1811
2015-16,33,3329,TAMIL NADU,TIRUNELVELI,1,21,548,192,3072880,49.49,301142.24,13.66,1024,18.51,0.33,82.92,76.38,89.66,6693,231229,152776,1804,460,111,5,193,49,131,0,2753
2015-16,33,3330,TAMIL NADU,KANNIYAKUMARI,1,9,112,89,1863174,82.47,161909.82,11.17,1010,3.97,0.39,92.14,90.45,93.86,1684,130314,82917,574,195,104,3,134,86,116,0,1212
2015-16,33,3331,TAMIL NADU,KRISHANAGIRI,1,10,1201,122,1883731,22.75,203819.69,20.67,956,14.22,1.19,72.41,64.86,79.65,5129,158233,99082,1275,324,68,4,107,50,169,0,1997
2015-16,34,3401,PUDUCHERRY,YANAM,1,1,6,2,55616,100,6021,77.15,1039,15.15,0,80.26,77.07,83.63,30,4478,3136,15,0,0,0,1,10,6,0,32
2015-16,34,3402,PUDUCHERRY,PONDICHERRY,1,3,95,22,946600,69.13,95432,28.73,1031,16.04,0,86.13,80.4,92.07,294,71036,44900,178,55,85,0,39,109,25,0,491
2015-16,34,3403,PUDUCHERRY,MAHE,1,1,6,1,41934,100,4588,13.86,1176,0.34,0,98.35,97.61,99.24,9,3235,1936,11,8,2,1,3,6,1,0,32
2015-16,34,3404,PUDUCHERRY,KARAIKAL,1,1,38,8,200314,49.01,21569,17.29,1048,17.65,0,87.83,82.61,93.36,157,15859,9836,74,23,13,0,9,41,4,0,164
2015-16,35,3501,A & N ISLANDS,ANDAMANS,1,3,80,16,237586,55.89,23616.05,13.97,874,0,1.72,88.49,84.52,91.91,2672,17857,11335,81,39,28,0,5,18,0,0,171
2015-16,35,3502,A & N ISLANDS,NICOBARS,1,3,42,8,36819,0,4226.82,-12.48,778,0,64.28,77.5,70.7,82.65,1841,3095,1416,30,9,3,0,6,9,0,0,57
2015-16,35,3503,A & N ISLANDS,MIDDLE AND NORTH ANDAMANS,1,3,76,13,105539,2.6,11651.51,-0.07,925,0,0.72,84.25,79.39,88.72,3736,8551,5579,107,36,9,0,8,22,0,0,182
2015-16,36,3601,TELANGANA,ADILABAD,1,52,1555,233,2737738,27.68,295675.7,10.04,1003,17.82,18.09,61.55,51.99,71.22,16105,228154,155282,3080,734,9,0,10,371,476,0,4680
2015-16,36,3602,TELANGANA,NIZAMABAD,1,36,822,129,2552073,23.03,268222.87,8.8,1038,14.54,7.56,62.25,52.33,72.66,7956,202468,140658,1610,551,14,0,16,305,495,0,2991
2015-16,36,3603,TELANGANA,KARIMNAGAR,1,57,1045,203,3811738,26.08,322854.21,9.16,1009,18.8,2.83,64.87,55.18,74.72,11823,238870,177859,2126,762,14,0,47,527,794,0,4270
2015-16,36,3604,TELANGANA,MEDAK,1,46,1214,184,3031877,24.02,348665.86,13.55,989,17.74,5.57,62.53,52.49,72.5,9699,270385,172082,2018,693,21,0,27,313,578,0,3650
2015-16,36,3605,TELANGANA,HYDERABAD,1,16,71,48,4010238,100,419470.89,4.71,943,6.29,1.24,80.96,78.42,83.35,217,337982,211201,1565,559,15,0,1,175,1153,0,3468
2015-16,36,3606,TELANGANA,RANGA REDDY,1,37,876,137,5296396,70.32,595314.91,48.15,955,12.31,4.13,78.05,71.82,84,7493,453728,276427,1789,1004,26,0,16,1375,549,0,4759
2015-16,36,3607,TELANGANA,MAHBUBNAGAR,1,64,1458,230,4042191,15,502040.12,15.03,975,17.49,8.99,56.06,45.65,66.27,18432,397377,255249,2809,984,15,0,8,387,701,0,4904
2015-16,36,3608,TELANGANA,NALGONDA,1,59,1117,216,3483648,19,354983.73,7.26,982,18.27,11.3,65.05,55.05,74.94,14240,271721,182487,2424,607,12,0,34,456,704,0,4237
2015-16,36,3609,TELANGANA,WARANGAL,1,51,993,211,3522644,28.34,324435.51,8.52,994,17.54,15.11,66.16,56.45,75.91,12846,248862,178944,2373,693,19,0,30,619,646,0,4380
2015-16,36,3610,TELANGANA,KHAMMAM,1,41,783,185,2798214,23.43,267509.26,8.5,1010,16.55,27.37,65.46,57.85,73.2,16029,202858,144185,2154,602,10,0,4,282,427,0,3479
